title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections,hit
Power Trip,J. Cole,89,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,241160,4,25.60907,12,1
Dangerous,Roxette,70,0.712,0.898,4,-4.893,1,0.0336,0.0485,7.76E-06,0.148,0.961,124.409,228867,4,27.70789,11,1
Safe And Sound,Capital Cities,64,0.656,0.821,0,-4.838,1,0.0325,0.000194,0.00232,0.101,0.791,117.948,192790,5,60.66238,10,1
What I Really Meant To Say,Cyndi Thomson,34,0.503,0.671,1,-5.717,1,0.0284,0.093,3.37E-05,0.176,0.381,140.115,200093,4,29.30556,9,1
Sweet Thing,Van Morrison,73,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604,265547,3,45.57002,10,1
Yes Indeed,Lil Baby,89,0.964,0.346,5,-9.309,0,0.53,0.035,0,0.108,0.562,119.958,142273,4,16.68816,7,1
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,75,0.614,0.466,1,-9.881,1,0.0327,0.314,0,0.099,0.178,119.916,273667,4,34.80203,12,1
Mercy,Brett Young,72,0.638,0.367,4,-7.906,1,0.0266,0.84,0,0.0999,0.219,71.957,217120,4,27.75606,11,1
Until the End of Time - 2008 Remastered Version,Foreigner,69,0.398,0.772,11,-6.011,1,0.034,0.0174,0,0.174,0.37,171.665,293240,4,42.04847,13,1
Self-Made,Bryson Tiller,79,0.932,0.702,7,-3.459,0,0.0903,0.00304,1.87E-05,0.267,0.53,143.001,167853,4,55.40948,10,1
Love Never Felt so Good - DM-FK CLASSIC TRIBUTE MIX,Michael Jackson,84,0.715,0.709,5,-6.134,1,0.0383,0.0632,0.00366,0.119,0.766,121.979,503772,4,49.1879,16,1
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,86,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,221747,4,31.87486,10,1
Ballin' Out of Control,Jermaine Dupri,58,0.907,0.66,9,-5.585,0,0.222,0.229,1.41E-06,0.326,0.833,97.009,188027,4,26.68027,9,1
I’m Gonna Love You Through It - The Voice Performance,Amber Carrington,14,0.491,0.775,5,-4.048,1,0.0351,0.135,0,0.126,0.358,143.008,205960,4,31.45733,12,1
Too Late To Say Goodbye,Richard Marx,63,0.53,0.905,4,-9.166,0,0.0436,0.276,0.00303,0.106,0.373,101.297,292600,4,57.15846,9,1
Unfaithful,Rihanna,89,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,226973,4,39.86796,13,1
Goody Goody,Lisette Melendez,29,0.736,0.914,8,-6.408,0,0.0365,0.0982,0.173,0.0466,0.881,99.221,251926,4,58.85325,9,1
Breath,Breaking Benjamin,73,0.351,0.869,5,-4.035,0,0.0509,0.00014,0.000206,0.0886,0.355,182.811,218467,4,22.79224,12,1
Just Can’t Get Enough,The Black Eyed Peas,77,0.483,0.648,0,-8.651,0,0.327,0.187,0,0.0812,0.242,93.939,219427,4,31.28321,10,1
I’ll Be Around,Empire of the Sun,67,0.693,0.753,0,-8.43,1,0.0323,0.203,0.0048,0.197,0.67,116.743,270581,4,50.43325,13,1
Forever & Always,Taylor Swift,87,0.608,0.821,10,-4.985,1,0.0576,0.0752,0,0.11,0.544,128.042,225320,4,44.7255,8,1
First Love,Jennifer Lopez,77,0.621,0.708,11,-5.084,1,0.0444,0.00961,0.00294,0.311,0.455,100.025,215787,4,20.42625,10,1
You And Your Heart,Jack Johnson,78,0.772,0.571,2,-6.118,1,0.0318,0.382,0.000717,0.0924,0.86,107.064,192853,4,72.59922,5,1
Speechless,Lady Gaga,89,0.302,0.724,0,-4.034,1,0.0416,0.398,0,0.355,0.394,144.235,270747,4,40.59094,11,1
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,83,0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,202627,4,22.59228,8,1
Caramel,Lloyd,66,0.662,0.67,5,-2.754,1,0.0335,0.0796,0,0.13,0.49,136.066,203998,4,42.85001,9,1
Always The Love Songs,Eli Young Band,64,0.471,0.784,4,-3.337,1,0.0315,0.372,4.55E-05,0.705,0.387,149.91,221800,4,42.39408,10,1
G.D.F.R,Four Fists,38,0.517,0.55,6,-6.7,1,0.25,0.0479,1.20E-05,0.104,0.497,79.997,219733,4,23.60309,13,1
Rock N Roll,Avril Lavigne,79,0.457,0.954,0,-3.333,0,0.127,0.00841,6.99E-05,0.29,0.69,184.075,206880,4,52.32197,8,1
I’ll Be Missing You,2-Dub,0,0.55,0.737,8,-4.305,1,0.0481,0.183,0,0.123,0.193,158.127,216008,4,41.45462,7,1
Right Now (Na Na Na),Akon,79,0.816,0.851,8,-4.166,0,0.19,0.283,0,0.543,0.568,137.968,240747,4,40.86991,9,1
Swing,Trace Adkins,60,0.584,0.857,2,-5.103,1,0.033,0.00416,0.000896,0.276,0.742,108.027,216707,4,38.55449,7,1
Zombie,Bad Wolves,65,0.448,0.826,2,-3.244,0,0.0319,0.00756,0,0.117,0.19,77.093,254805,4,38.55449,7,1
Turn On The Radio,Reba McEntire,61,0.603,0.859,11,-3.772,1,0.0416,0.026,0,0.224,0.702,123.074,215387,4,46.71503,12,1
Some Cut - Chopped & Screwed,Trillville (Featuring Cutty),2,0.857,0.544,1,-5.695,1,0.469,0.0202,0,0.128,0.48,140.173,331213,4,65.45082,17,1
Trouble,Cage The Elephant,74,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973,4,39.59556,11,1
Like A Woman,The Tony Rich Project,38,0.644,0.454,10,-7.559,1,0.0405,0.0277,0.185,0.131,0.622,80.046,244907,4,19.63049,9,1
Forget You (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast,74,0.674,0.736,2,-5.446,1,0.0385,0.0704,1.89E-06,0.15,0.85,127.427,221360,4,24.06028,11,1
It’s All About Me (Rain),Amaranthe,64,0.505,0.956,10,-4.5,0,0.164,7.13E-06,1.84E-05,0.21,0.256,119.942,224507,4,32.70543,13,1
Backseat Freestyle,Kendrick Lamar,89,0.546,0.651,1,-7.601,1,0.3,0.000739,0,0.235,0.646,77.878,212653,4,22.40181,10,1
Staring At The Sun,U2,79,0.533,0.702,9,-8.504,0,0.0265,0.0549,0.0221,0.27,0.515,140.201,276800,4,51.92991,13,1
A$AP Forever,A$AP Rocky,85,0.469,0.78,10,-6.49,0,0.122,0.224,0,0.13,0.444,125.999,233061,4,44.77268,10,1
2U,David Guetta,88,0.542,0.654,8,-5.862,0,0.0537,0.23,0,0.241,0.563,144.971,194907,4,22.36694,7,1
Bizarre Love Triangle - 2014 Remaster,Frente!,40,0.738,0.198,1,-10.919,1,0.0625,0.906,0,0.105,0.682,123.158,119813,4,53.20653,5,1
Scar Tissue,Red Hot Chili Peppers,84,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4,65.30216,8,1
When We Stand Together,Nickelback,76,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89E-05,0.0404,0.88,187.961,190787,4,35.30294,9,1
Find A Way,Dwele,50,0.712,0.657,10,-5.888,0,0.149,0.0577,0,0.234,0.437,97.993,249573,4,19.63845,14,1
Whoomp! (There It Is),Tag Team,36,0.8,0.639,4,-7.406,0,0.0439,0.00123,0,0.0803,0.45,129.443,226027,4,31.41174,14,1
Don’t Go Away Mad (Just Go Away),Twinkle Twinkle Little Rock Star,55,0.714,0.126,5,-21.603,1,0.047,0.95,0.918,0.114,0.374,140.023,262286,4,59.59586,10,1
Crossover,EPMD,53,0.815,0.627,10,-10.438,0,0.275,0.0301,0.000144,0.148,0.644,101.437,228760,4,64.70481,9,1
Something In Your Eyes,Bell Biv DeVoe,56,0.801,0.613,6,-9.295,0,0.0315,0.0302,0.000121,0.041,0.9,128.909,292440,4,31.72454,11,1
Good Feeling,Flo Rida,79,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4,36.04713,8,1
I Believe I Can Fly - The Voice Performance,Jermaine Paul,41,0.349,0.686,4,-5.867,0,0.0529,0.208,0,0.119,0.194,120.637,205227,4,24.41781,11,1
Ridin' Solo,Jason Derulo,82,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,215747,4,23.55109,10,1
The Most Beautiful Girl In The World,The Prince Tribute Band,8,0.437,0.287,6,-10.018,1,0.0282,0.8,0,0.117,0.598,185.598,270345,4,23.82022,10,1
Hips Don't Lie,Shakira,83,0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.756,100.024,218093,4,41.61923,9,1
Happy with You (Re-Recorded),Samantha Cole,29,0.701,0.757,1,-9.453,1,0.0418,0.0837,0,0.0276,0.814,92.424,224915,4,35.87966,9,1
A Man Holdin' On (To a Woman Lettin' Go),Ty Herndon,39,0.606,0.403,9,-7.95,1,0.0288,0.555,1.23E-06,0.0954,0.202,128.122,217160,4,65.74638,11,1
I Hope You Dance,Lee Ann Womack,54,0.416,0.446,7,-9.557,0,0.0291,0.0524,0,0.0891,0.278,151.328,294533,4,68.71212,9,1
Touch The Sky,Kanye West,89,0.597,0.848,9,-4.835,1,0.355,0.0158,0,0.374,0.545,106.302,235500,4,57.07643,12,1
Ghetto Cowboy,Bone Thugs-N-Harmony,66,0.692,0.55,0,-8.553,1,0.216,0.00107,0.00662,0.089,0.204,170.266,325427,4,30.86362,14,1
"Can’t Stop, Won’t Stop",Karuva,5,0.807,0.835,0,-8.328,1,0.0772,0.0206,0.0101,0.0716,0.807,124.012,349188,4,93.91593,10,1
Dream 1 (before the wind blows it all away) - Pt. 4,Max Richter,76,0.282,0.00212,6,-36.252,1,0.0491,0.993,0.964,0.104,0.0803,66.72,133629,4,37.42102,6,1
You've Lost That Loving Feeling - Live,Elvis Presley,78,0.409,0.292,7,-13.276,1,0.0271,0.478,3.92E-05,0.61,0.342,78.394,264293,4,44.73087,12,1
World (The Price Of Love) - [Radio Edit] [2015 Remastered Version],New Order,67,0.595,0.904,2,-6.805,0,0.0349,0.0035,0.00378,0.0533,0.841,127.61,222147,4,49.09464,10,1
Straight Up & Down,Bruno Mars,88,0.552,0.733,3,-6.898,0,0.0933,0.0209,0,0.0858,0.643,143.56,198187,4,36.59569,8,1
Release Me,Wilson Phillips,55,0.724,0.471,0,-11.143,1,0.0358,0.448,2.50E-06,0.218,0.442,97.211,295693,4,47.65505,12,1
Hit The Floor,Linkin Park,84,0.74,0.959,9,-3.692,1,0.193,0.0629,0,0.0444,0.878,150.007,164213,4,26.49752,11,1
Nothin’ Better To Do,LeAnn Rimes,62,0.451,0.911,5,-3.668,0,0.143,0.254,0,0.17,0.455,198.075,266507,4,27.54581,14,1
Just Like You,Three Days Grace,76,0.373,0.737,1,-5.282,1,0.0297,9.40E-06,0,0.0696,0.565,177.9,186893,4,30.30675,11,1
On The Way Down,Ryan Cabrera,49,0.5,0.845,1,-5.015,1,0.0369,0.00184,0,0.106,0.539,95.199,212045,4,31.32422,11,1
I Love It (& Lil Pump),Kanye West,89,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,4,54.54286,5,1
100% Pure Love,Crystal Waters,57,0.811,0.725,8,-7.203,1,0.0491,0.0843,0.0059,0.0567,0.698,120.242,278627,4,32.05074,12,1
Like You'll Never See Me Again,Alicia Keys,78,0.562,0.658,7,-8.072,1,0.0314,0.174,0.000285,0.102,0.268,127.81,315360,4,28.14972,8,1
How To Deal,Frankie J,61,0.749,0.495,2,-8.456,1,0.0332,0.0584,0,0.201,0.645,126.12,230507,4,31.60271,10,1
D.O.A. (Death of Auto-Tune) - Karaoke / Instrumental,DJ Cover This,13,0.505,0.798,10,-5.609,0,0.0554,0.0378,0.931,0.0687,0.497,174.184,253787,4,47.62983,14,1
Unconditionally,Katy Perry,82,0.397,0.725,7,-4.862,1,0.043,0.00266,0,0.208,0.358,128.861,228879,4,36.26399,8,1
After Midnight,blink-182,78,0.539,0.871,9,-5.068,1,0.0466,0.00758,6.97E-06,0.0188,0.894,167.992,206133,4,23.67997,10,1
U.N.I.T.Y.,Queen Latifah,58,0.672,0.758,4,-4.18,0,0.359,0.00473,1.20E-06,0.326,0.493,94.312,251907,4,40.53766,11,1
Like a Cowboy,Randy Houser,64,0.511,0.687,1,-4.328,1,0.0326,0.254,2.49E-06,0.108,0.172,139.995,262133,4,41.90572,10,1
Wait,Maroon 5,88,0.655,0.603,8,-5.014,1,0.0555,0.0959,0,0.107,0.452,126.088,190643,4,20.24305,9,1
Take Me Away,Fefe Dobson,41,0.606,0.918,1,-4.603,0,0.039,0.00269,0.000379,0.295,0.751,110.048,209707,4,35.696,11,1
"Theme from 'Valley of the Dolls"" - From the Motion Picture ""Bonnie and Clyde""",Living Trio,0,0.236,0.248,9,-11.119,0,0.0324,0.825,0.604,0.147,0.14,104.195,153040,4,30.16139,9,1
All 4 Love,Color Me Badd,51,0.807,0.75,2,-8.29,1,0.0315,0.0347,0.00017,0.149,0.797,106.389,211493,4,74.11343,7,1
Jerk It Out,Caesars,58,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07E-05,0.386,0.861,134.007,195667,4,46.74661,9,1
Flipside,Ripe,51,0.754,0.732,11,-5,0,0.0296,0.0273,0,0.113,0.722,95.98,218965,4,61.47278,7,1
We Weren't Born To Follow,Bon Jovi,78,0.503,0.835,11,-4.107,1,0.0405,0.00141,0,0.0932,0.734,126.037,243493,4,39.59439,7,1
The Call,Backstreet Boys,80,0.696,0.874,10,-3.318,0,0.0772,0.117,0,0.331,0.747,104.196,204800,4,22.34773,8,1
Lucky,Britney Spears,79,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,206227,4,27.84286,9,1
Everybody Everybody,Black Box,50,0.712,0.785,5,-6.418,0,0.0386,0.00366,7.00E-06,0.0878,0.975,117.644,247002,4,33.70905,11,1
Marry Me,Jason Derulo,82,0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,225027,4,31.41365,10,1
Old School Love (feat. Ed Sheeran),Lupe Fiasco,69,0.701,0.781,5,-8.493,1,0.134,0.0908,1.75E-06,0.358,0.459,86.006,273904,4,75.70126,10,1
Hold You Down,DJ Khaled,78,0.525,0.681,6,-4.158,0,0.0683,0.195,0,0.141,0.437,151.875,293120,3,35.26742,12,1
I Fall Apart,Post Malone,95,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4,30.75575,11,1
Stone Cold,Demi Lovato,84,0.412,0.472,8,-7.543,1,0.0476,0.475,0,0.0974,0.327,139.321,191308,3,61.35861,10,1
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,45,0.697,0.9,7,-7.036,1,0.259,0.168,0,0.369,0.551,102.83,293000,4,66.74096,11,1
Misled,Céline Dion,75,0.707,0.93,5,-6.477,0,0.0324,0.0868,0.00109,0.0986,0.89,109.877,210933,4,19.018,10,1
Too Good At Goodbyes,Sam Smith,90,0.661,0.373,5,-8.249,1,0.0505,0.615,0,0.177,0.523,91.5,201000,4,39.88061,10,1
Breakdown,FU-Schnickens,36,0.75,0.719,9,-8.469,1,0.211,0.256,0,0.341,0.694,97.82,250560,4,67.29217,10,1
Poor Georgie,MC Lyte,51,0.837,0.688,10,-7.307,0,0.216,0.0332,0,0.0999,0.709,95.566,270093,4,61.25957,11,1
93 'Til Infinity,Souls Of Mischief,55,0.59,0.672,1,-11.792,1,0.412,0.125,1.04E-06,0.147,0.688,206.247,286440,4,37.18814,11,1
Stay,Sugarland,61,0.549,0.284,4,-8.383,1,0.0388,0.774,0,0.105,0.389,135.632,284427,4,30.25935,14,1
Tonight Looks Good on You,Jason Aldean,76,0.481,0.75,6,-5.593,0,0.0537,0.219,1.20E-06,0.0958,0.523,169.958,231667,4,34.66569,8,1
Caught a Lite Sneeze - 2016 Remaster,Tori Amos,56,0.6,0.772,5,-8.483,0,0.0444,0.37,4.46E-06,0.0641,0.921,79.059,265213,4,30.54996,12,1
Sexy MF,Pamela Williams,30,0.583,0.759,7,-6.238,1,0.0559,0.171,0.158,0.348,0.782,106.031,289267,4,77.96881,10,1
If You Go Away,Neil Diamond,68,0.361,0.21,2,-16.177,0,0.0312,0.903,0.000409,0.17,0.28,78.202,228093,4,32.87349,10,1
Talkin' To Me (Edit),Amerie,54,0.744,0.406,8,-6.378,0,0.0722,0.113,0,0.0316,0.725,89.942,234707,4,24.82177,11,1
What Happened To That Boy,Baby,50,0.631,0.878,6,-6.189,0,0.317,0.0587,0.00021,0.0723,0.675,93.307,258067,4,62.18459,10,1
God Love Her,Toby Keith,68,0.548,0.91,10,-4,1,0.0539,0.114,2.90E-05,0.0673,0.462,125.023,216627,4,51.47344,7,1
Crybaby,Waterparks,57,0.519,0.889,6,-7.058,1,0.133,0.0239,0.00263,0.107,0.648,155.003,171387,4,18.98175,10,1
1400 / 999 Freestyle,Trippie Redd,87,0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,175954,4,78.18346,5,1
Diary of a Madman,Gravediggaz,41,0.735,0.684,4,-10.498,0,0.451,0.348,0,0.369,0.58,91.168,273800,4,27.37541,9,1
Last Christmas - Remastered,Wham!,70,0.757,0.618,11,-7.964,0,0.0282,0.262,0,0.221,0.861,106.856,267160,4,18.19036,13,1
I Will Remember You,Amy Grant,55,0.513,0.658,0,-6.432,1,0.0277,0.0329,9.30E-05,0.0805,0.336,177.625,300560,4,37.94209,14,1
Wings,Little Mix,83,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,219733,4,46.3758,8,1
Titanium (feat. Sia),David Guetta,88,0.599,0.803,0,-3.641,0,0.0986,0.069,0.137,0.129,0.233,126.057,245041,4,47.72419,12,1
I Don't Want To Miss A Thing,Mark Chesnutt,54,0.493,0.49,10,-10.316,1,0.0345,0.0329,0,0.245,0.159,122.087,246227,4,21.87645,13,1
PILLOWTALK,ZAYN,83,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,4,30.89377,7,1
92 Explorer,Post Malone,95,0.802,0.743,7,-4.82,0,0.0474,0.269,1.36E-06,0.121,0.877,146.03,211427,4,53.04529,12,1
Gettin' Over You (feat. Fergie & LMFAO),David Guetta,88,0.62,0.87,10,-6.52,0,0.0868,0.149,0,0.0705,0.513,130.079,187427,4,38.05592,9,1
I Told You So,Keith Urban,73,0.627,0.841,1,-5.885,0,0.0316,0.00788,1.47E-06,0.0552,0.73,105.995,242760,4,21.31938,13,1
Play Something Country,Brooks & Dunn,68,0.684,0.909,0,-3.797,1,0.0321,0.0782,1.22E-06,0.373,0.864,115.034,195280,4,26.53403,12,1
Woman,Raheem DeVaughn,57,0.751,0.48,0,-5.784,0,0.22,0.5,0,0.298,0.632,87.016,267600,4,50.44675,11,1
See The Lights,Simple Minds,68,0.606,0.802,2,-8.294,1,0.0402,0.0358,9.88E-05,0.302,0.519,126.081,297987,4,38.79053,12,1
A Public Affair,Jessica Simpson,54,0.735,0.86,11,-3.878,0,0.0339,0.00525,0.000192,0.404,0.835,124.052,201467,4,25.19248,9,1
Right Here Right Now,Jesus Jones,40,0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45E-06,0.103,0.723,106.862,189293,4,41.17831,9,1
Pride (A Deeper Love) - Hoxton Whores Remix,Kid Massive,23,0.722,0.951,11,-5.153,0,0.0682,0.00131,0.893,0.054,0.443,125.999,463333,4,62.39896,16,1
Is It All Right Now?,Phillip Namanworth & Always Somethin',0,0.693,0.457,9,-10.3,0,0.0491,0.614,0,0.676,0.572,102.277,238240,4,27.07607,7,1
For The Love Of You,Jordan Hill,36,0.66,0.843,8,-5.713,1,0.0305,0.236,1.03E-06,0.149,0.566,93.01,276400,4,43.57898,11,1
1985,Bowling For Soup,64,0.606,0.887,4,-4.404,1,0.0598,0.000242,0,0.337,0.903,119.974,193000,4,34.92338,8,1
Ruin My Life,Zara Larsson,82,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,22.48781,13,1
Tic Tac Toe (Original Mix),Kyper,12,0.808,0.912,7,-5.277,1,0.149,0.00427,0.0853,0.315,0.402,125.812,383427,4,25.45121,19,1
Like a Boy,Ciara,72,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,237053,4,74.40183,9,1
Bow Wow Wow,Funkdoobiest,39,0.899,0.525,11,-11.498,1,0.141,0.023,0.688,0.108,0.696,102.962,253144,4,33.36369,9,1
See You Tonight,Scotty McCreery,65,0.499,0.822,9,-6.464,1,0.0573,0.231,0,0.175,0.518,169.987,226320,4,54.20044,7,1
BEBE (feat. Anuel Aa),6ix9ine,89,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,38.55986,11,1
Back To The World,Tevin Campbell,55,0.73,0.654,4,-9.307,1,0.0634,0.0383,0.000264,0.0805,0.203,95.104,299398,4,39.41901,11,1
Love The Way You Lie,Eminem,92,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373,4,100.10832,6,1
Milkshake - Radio Mix,Kelis,63,0.891,0.77,1,-6.124,1,0.0439,0.00862,0.0315,0.155,0.819,112.997,182627,4,75.62375,8,1
Let Me See Ya Girl,Cole Swindell,68,0.523,0.834,6,-3.561,1,0.0281,0.254,0,0.393,0.445,92.99,187587,4,23.34238,10,1
Jealous - Remix,Nick Jonas,73,0.684,0.71,11,-3.614,0,0.0779,0.0132,0,0.444,0.451,93.007,222187,4,29.96422,8,1
Gettin' Jiggy Wit It,Will Smith,72,0.881,0.874,6,-4.505,1,0.139,0.0175,1.19E-06,0.154,0.858,107.891,227933,4,21.25823,10,1
Bother,Stone Sour,69,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29E-05,0.158,0.141,89.914,240400,4,46.43823,12,1
Handsome And Wealthy,Migos,86,0.858,0.665,2,-2.907,1,0.101,0.00348,0,0.094,0.237,146.031,210557,4,44.39683,8,1
Say I Yi Yi,Ying Yang Twins,64,0.782,0.627,8,-6.509,0,0.115,0.00233,1.27E-05,0.201,0.485,94.967,272507,4,35.96025,14,1
What Makes You Country,Luke Bryan,76,0.513,0.949,0,-1.723,1,0.0461,0.0104,0,0.154,0.797,159.985,235266,4,17.97622,10,1
Get Up 10,Cardi B,92,0.806,0.57,1,-6.927,1,0.246,0.0977,0,0.105,0.454,93.015,231453,4,44.16554,7,1
Cut It (feat. Young Dolph),O.T. Genasis,63,0.875,0.673,7,-4.184,1,0.0932,0.135,0,0.292,0.231,130,222600,4,30.33239,10,1
Love Me Good,Michael W. Smith,61,0.652,0.931,7,-8.01,1,0.0612,0.000654,2.13E-05,0.0697,0.578,110.253,281200,4,18.86398,11,1
Raise Your Weapon,deadmau5,70,0.507,0.699,1,-7.483,1,0.0814,0.0166,0.00172,0.112,0.0744,139.909,502909,4,45.73206,12,1
I’m A Hustler,Slim Thug,59,0.652,0.95,0,-6.958,1,0.344,0.169,0,0.379,0.529,92.488,160093,4,43.58527,7,1
"Hold on to What You Believe - Live from Shepherd's Bush Empire, 2010",Mumford & Sons,79,0.459,0.662,0,-7.365,1,0.0286,0.0029,0.000214,0.127,0.14,115.942,244467,3,59.95262,10,1
I Remember - Single Version,Boyz II Men,68,0.73,0.459,1,-9.407,1,0.094,0.169,0,0.039,0.743,98.444,281547,4,85.11282,11,1
Want to Want Me,Jason Derulo,82,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,4,26.05659,12,1
Crazy Girl,Eli Young Band,64,0.358,0.708,4,-3.736,1,0.0315,0.0006,0.00498,0.281,0.227,150.966,200707,3,23.06628,9,1
You Don't Have To Worry - Remix,Mary J. Blige,70,0.672,0.631,1,-11.88,1,0.263,0.0842,0,0.263,0.647,94.746,278493,4,30.36156,10,1
What If It's You,Reba McEntire,61,0.544,0.316,4,-7.739,1,0.0246,0.518,0,0.129,0.227,76.303,246200,4,34.8144,12,1
BACK ON MY SH*T,Jaden Smith,77,0.733,0.737,11,-6.362,0,0.26,0.16,0,0.379,0.293,149.048,169482,4,46.0152,7,1
Without You (Glee Cast Version),Glee Cast,74,0.467,0.749,7,-6.086,1,0.0525,0.149,7.68E-06,0.0865,0.0977,127.887,210587,4,45.62467,10,1
Dream On Dreamer,The Brand New Heavies,46,0.692,0.835,6,-9.018,0,0.0422,0.193,0.184,0.0892,0.961,95.892,241893,4,84.89477,8,1
Sex With Me,Rihanna,89,0.619,0.539,1,-5.688,0,0.0409,0.326,0,0.106,0.39,112.006,206400,4,26.53877,10,1
Another Day In Paradise - 2016 Remastered,Phil Collins,76,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,4,36.61435,12,1
A Girl Only Prettier,Christopher Bowen,0,0.801,0.0959,0,-22.686,1,0.0876,0.991,0.942,0.111,0.968,91.993,49969,4,36.61435,12,1
Every Time I Hear Your Name,Keith Anderson,56,0.562,0.757,1,-3.945,1,0.0253,0.277,0,0.0745,0.299,93.02,263027,4,17.478,14,1
The Ketchup Song (Hey Hah),Las Kala,18,0.72,0.844,3,-8.175,0,0.0412,0.00724,0.00017,0.224,0.864,92.489,207400,4,34.85685,10,1
Love You - Live,Jack Ingram,35,0.59,0.884,8,-4.785,1,0.041,0.0641,8.90E-06,0.401,0.794,116.925,163733,4,24.06896,11,1
Where I Wanna Be Boy,Miss Jones,33,0.734,0.621,4,-9.819,0,0.0756,0.0446,7.06E-06,0.401,0.481,94.785,240013,4,44.52038,11,1
Tonight The Heartache's On Me (Made Popular By Dixie Chicks) [Karaoke Version],Party Tyme Karaoke,31,0.637,0.533,5,-9.868,1,0.0304,0.158,0.674,0.316,0.723,120.871,212258,4,41.84592,9,1
The Truth About Men,Tracy Byrd,57,0.648,0.777,5,-5.46,1,0.0323,0.0657,0,0.344,0.895,145.889,178867,4,24.36512,8,1
Give It To Her,Tanto Metro & Devonte,43,0.76,0.612,7,-6.403,1,0.219,0.0116,0,0.12,0.675,95.018,208880,4,20.20232,10,1
The Night Is Still Young,Nicki Minaj,91,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.016,227560,4,45.29247,8,1
Black Panther,Kendrick Lamar,89,0.618,0.582,1,-9.454,1,0.297,0.625,3.84E-06,0.265,0.48,90.035,130613,4,30.11388,6,1
My Dawg,Lil Baby,89,0.942,0.559,10,-6.406,0,0.0638,0.0424,0,0.0938,0.582,133.01,215423,4,44.34438,9,1
Nothing Without Love,Nate Ruess,65,0.565,0.73,1,-4.54,1,0.031,0.0879,0,0.0652,0.408,82.058,236773,4,47.14399,9,1
NIGHTGOWN,Candyman,34,0.888,0.857,11,-6.741,1,0.0966,0.01,0.00139,0.0169,0.811,127.908,199347,4,17.39775,10,1
Automatic,Miranda Lambert,67,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34E-06,0.145,0.402,95.993,247827,4,46.39937,6,1
Runaway,Lil Peep,84,0.399,0.591,6,-8.792,0,0.052,0.44,0.0616,0.446,0.175,79.892,192760,3,25.54312,11,1
Colour Of Love,Amber,41,0.642,0.754,1,-7.649,1,0.0272,0.116,0.0375,0.0601,0.736,127.025,212693,4,31.51447,12,1
Save Your Love,Bad Boys Blue,49,0.552,0.87,7,-10.393,0,0.0348,0.00264,0.0284,0.153,0.905,122.017,243333,4,22.20525,10,1
"Big Gun (From ""Last Action Hero"")",The Kingfishers,9,0.668,0.653,11,-8.882,0,0.0401,0.000248,0.000508,0.189,0.654,131.867,264520,4,30.37984,11,1
